id,w2_brokeup,w1_age,w1_p_page,w1_attraction,w1_q21a_year,w1_p_edu,w1_p_polparty,w1_same_hs,w1_same_college,w1_partnership_status_cohab,w1_rel_qual,w1_sex_frequency,w1_otherdate_all,w1_same_sex_couple_gender,w1_married,w1_cohab,w1_hh_income,w1_employed,w1_polparty,w1_relig_attend,w1_times_marrid,w1_p_race,w1_how_met,w1_earned_more,w1_p_gender,w1_gender,w1_q24_met_through_family,w1_q24_met_through_friend,w1_q24_met_through_as_nghbrs,w2_nonshelter,w2_shelter_combo_months,w2_myhealth,w2_myhealth_why_1,w2_parthealth,w2_parthealth_why_1,w1_yrsed,w1_p_yrsed
1064,0,26,24,1,2012,12,5,2,1,1,1,4,1,0,1,1,16,1,2,4,1,4,1,1,2,1,0,0,0,NA,0.75,2,NA,2,NA,16,16
1065,0,28,27,5,2016,12,5,2,2,4,NA,NA,2,1,0,NA,3,2,5,6,0,0,8,3,1,1,0,0,0,NA,6,2,NA,2,NA,16,16
1066,0,40,50,1,1999,10,5,1,NA,1,1,2,1,0,1,1,13,7,5,4,2,0,1,3,1,2,NA,NA,NA,NA,1,2,NA,2,NA,12,13
1067,0,69,67,1,1980,13,4,2,2,1,1,3,1,0,1,1,16,5,6,5,2,0,1,2,2,1,0,0,0,NA,7,2,NA,2,NA,13,17
1068,0,24,24,1,2010,11,4,2,NA,4,NA,NA,1,0,0,NA,13,1,2,5,0,5,1,1,2,1,0,0,0,1,0,2,NA,NA,NA,12,14
1069,1,22,23,4,2014,10,7,2,2,3,2,5,2,2,0,2,15,1,6,4,0,3,5,1,2,2,0,0,0,NA,5,2,NA,2,NA,16,13
1070,0,68,69,1,1967,9,1,2,NA,1,2,5,1,0,1,1,17,5,1,4,1,1,1,3,1,2,0,1,0,NA,0.75,2,NA,2,NA,12,12
1071,1,50,59,1,1998,6,4,2,NA,2,2,2,1,0,0,1,8,1,5,6,0,0,1,3,1,2,0,0,0,2,0,2,NA,2,NA,10,10
1072,0,66,65,1,2009,11,3,2,2,2,1,5,1,0,0,1,8,5,3,6,1,0,3,3,2,1,0,0,0,NA,4,1,0,2,NA,14,14
1073,0,47,49,2,1984,9,2,1,NA,1,4,4,1,0,1,1,17,1,6,4,1,3,1,1,1,2,0,0,0,NA,2,2,NA,2,NA,14,12
1074,0,51,51,1,2010,12,7,2,NA,2,1,3,1,0,0,1,19,2,3,6,1,0,1,1,2,1,NA,NA,NA,NA,0.25,2,NA,2,NA,12,16
1075,0,56,53,1,1993,10,4,2,2,1,2,4,1,0,1,1,16,1,4,3,1,16,1,1,1,2,1,1,0,1,0,2,NA,2,NA,14,13
1076,0,31,28,3,2008,12,7,2,2,3,2,5,1,2,0,2,11,1,5,4,0,1,1,1,2,2,0,0,0,NA,5,2,NA,2,NA,16,16
1077,0,32,35,1,2003,9,4,2,NA,1,1,4,1,0,1,1,4,7,5,2,1,1,1,3,1,2,0,0,0,2,0,2,NA,2,NA,12,12
1078,0,26,30,2,2010,9,3,2,NA,2,1,4,1,0,0,1,10,1,7,6,0,2,1,2,1,2,0,1,0,NA,2,2,NA,2,NA,16,12
1079,0,32,30,3,2005,12,7,2,1,2,1,4,1,2,0,1,17,1,7,5,0,1,1,3,2,2,0,0,0,NA,6,2,NA,2,NA,20,16
1080,0,32,34,1,2007,10,4,2,NA,1,2,5,1,0,1,1,13,1,5,6,1,5,1,3,1,2,1,1,1,2,0,2,NA,2,NA,12,13
1081,0,64,69,5,1976,9,4,2,NA,4,NA,NA,2,1,0,NA,6,5,7,6,0,3,1,3,1,1,0,0,0,3,0,2,NA,NA,NA,16,12
1082,1,28,38,1,2008,10,7,2,2,2,2,2,1,0,0,1,9,1,7,4,0,3,6,1,1,2,0,0,0,NA,7,2,NA,2,NA,13,13
1083,0,30,21,4,2015,9,4,2,NA,4,NA,NA,1,1,0,NA,6,2,7,6,0,5,8,1,1,1,0,0,0,3,0,1,0,NA,NA,12,12
1084,0,29,23,1,2012,9,3,2,NA,2,1,2,1,0,0,1,11,1,1,5,1,4,1,1,2,1,0,0,0,1,0,2,NA,2,NA,14,12
1085,1,32,41,1,2007,9,4,2,NA,1,4,5,2,0,1,2,15,1,7,2,1,5,1,1,1,2,0,0,0,NA,4,2,NA,2,NA,17,12
1086,1,28,24,1,2016,10,4,-1,2,3,3,2,2,0,0,2,11,1,6,6,0,3,1,1,2,1,0,0,0,NA,5,2,NA,2,NA,13,13
1087,0,47,41,1,1999,8,6,2,NA,1,1,1,1,0,1,1,12,1,6,4,2,5,1,1,2,1,0,0,0,1,0,2,NA,2,NA,12,12
1088,0,36,29,5,2008,14,7,2,2,1,2,4,1,2,1,1,13,1,2,6,1,3,1,1,2,2,0,0,0,1,0,2,NA,2,NA,16,20
1089,0,34,33,1,2005,12,3,2,2,1,2,4,1,0,1,1,19,1,3,6,1,10,1,1,2,1,1,1,0,NA,6,2,NA,2,NA,16,16
1090,1,23,26,1,2007,9,6,1,NA,1,1,-1,1,0,1,1,12,1,6,1,1,0,1,1,1,2,0,0,0,2,0,2,NA,2,NA,12,12
1091,1,31,27,3,2016,13,5,2,2,3,1,2,2,0,0,2,16,1,6,3,0,3,8,3,1,2,0,0,0,1,0,1,1,2,NA,17,17
1092,0,55,55,1,1978,13,1,1,1,1,1,4,1,0,1,1,18,1,1,6,1,3,1,1,2,1,0,0,0,NA,6,2,NA,2,NA,16,17
1093,0,26,38,1,2011,13,7,2,2,4,NA,NA,1,0,0,NA,10,1,2,6,0,3,1,3,1,2,0,0,0,NA,0.75,1,1,2,NA,17,17
1094,0,66,72,1,2006,11,1,2,2,4,NA,NA,1,0,0,NA,6,5,3,6,1,2,3,2,2,1,0,0,0,NA,6,1,0,NA,NA,13,14
1095,0,43,43,1,1979,10,4,1,NA,1,1,2,1,0,1,1,19,1,2,5,1,0,1,1,2,1,0,0,1,3,0,2,NA,2,NA,12,13
1096,0,41,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,20,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,2,NA,NA,NA,16,NA
1097,0,60,58,1,1987,13,7,2,2,1,1,5,1,0,1,1,20,1,7,5,1,0,1,1,2,1,0,0,0,NA,6,2,NA,2,NA,13,17
1098,0,61,58,1,2007,9,3,2,NA,3,2,5,2,0,0,2,18,1,3,6,1,0,1,1,2,1,1,0,0,NA,5,2,NA,2,NA,16,12
1099,0,75,73,1,2001,6,4,2,NA,4,NA,NA,1,0,0,NA,15,5,6,4,3,0,1,3,1,2,0,0,0,NA,3,2,NA,NA,NA,12,10
1100,0,56,59,1,1983,10,2,2,2,1,1,5,1,0,1,1,18,7,3,4,1,7,1,3,1,2,0,1,0,NA,0.75,2,NA,2,NA,13,13
1101,0,48,47,5,1991,8,7,2,NA,3,3,5,1,1,0,2,4,6,7,6,0,2,1,3,1,1,0,0,0,NA,0.75,2,NA,NA,NA,12,12
1102,0,21,22,1,2005,9,5,2,NA,4,NA,NA,1,0,0,NA,9,1,1,4,0,3,1,2,1,2,0,0,0,NA,4,2,NA,NA,NA,12,12
1103,0,57,60,1,1979,8,4,2,NA,1,2,3,1,0,1,2,5,1,5,4,1,5,1,1,1,2,0,0,0,1,0,2,NA,NA,NA,12,12
1104,0,62,-1,NA,1975,-1,-1,1,NA,1,NA,-1,-1,0,1,1,9,1,2,6,1,0,1,1,2,1,0,0,0,1,0,2,NA,2,NA,16,NA
1105,0,52,47,3,2001,13,4,2,2,1,1,3,1,0,1,1,11,5,3,6,2,5,3,3,2,1,0,0,0,2,0,2,NA,2,NA,16,17
1106,0,36,36,1,2010,9,1,2,NA,1,1,4,1,0,1,1,9,1,2,5,1,2,1,2,1,2,0,0,0,1,0,2,NA,2,NA,12,12
1107,0,45,47,1,2010,12,3,2,2,1,3,3,1,0,1,1,13,2,2,5,1,0,3,3,1,2,0,0,0,NA,3,1,0,2,NA,16,16
1108,0,54,62,4,2002,12,7,2,NA,2,1,4,1,2,0,1,14,1,6,6,0,0,1,1,2,2,0,0,0,NA,0.25,1,0,2,NA,12,16
1109,0,35,38,1,2002,11,3,2,2,4,NA,NA,1,0,0,NA,10,1,1,3,0,3,1,1,2,1,0,0,0,NA,5,1,0,NA,NA,14,14
1110,1,30,62,2,2014,8,7,2,NA,3,2,4,2,0,0,2,6,2,7,6,0,0,1,3,1,2,0,1,0,1,0,2,NA,2,NA,16,12
1111,0,21,22,1,2013,9,4,1,NA,4,NA,NA,1,0,0,NA,15,1,7,6,0,2,1,3,2,1,0,0,0,2,0,1,1,NA,NA,13,12
1112,0,40,46,1,2001,12,4,2,2,1,1,5,1,0,1,1,16,1,5,6,1,2,1,1,1,2,0,1,0,NA,3,2,NA,2,NA,17,16
1113,0,26,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,13,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.25,2,NA,NA,NA,14,NA
1114,0,55,44,1,2009,9,4,2,NA,4,NA,NA,1,0,0,NA,10,1,2,2,0,4,1,1,2,1,0,0,0,1,0,2,NA,NA,NA,12,12
1115,0,19,26,3,2016,10,4,2,1,3,1,4,1,0,0,2,12,1,6,5,0,3,1,3,1,2,0,0,0,NA,5,2,NA,2,NA,13,13
1116,0,69,56,1,1991,12,6,2,2,1,1,4,1,0,1,1,18,2,1,1,2,10,1,2,2,1,0,0,0,1,0,2,NA,2,NA,17,16
1117,0,75,71,1,1964,14,1,2,NA,1,1,2,1,0,1,1,12,1,3,3,2,0,5,3,2,1,0,0,0,NA,0.75,2,NA,2,NA,12,20
1118,0,42,43,1,1976,12,6,2,2,1,1,3,2,0,1,1,21,1,5,4,1,1,1,1,2,1,0,0,0,NA,0.25,2,NA,2,NA,16,16
1119,1,74,64,1,2003,10,1,2,2,3,4,5,1,0,0,2,19,5,3,5,1,0,1,1,2,1,0,1,0,NA,3,2,NA,2,NA,13,13
1120,0,31,32,1,2003,10,4,2,NA,1,1,3,1,0,1,1,10,1,3,5,1,4,1,1,2,1,1,1,0,NA,6,2,NA,2,NA,12,13
1121,0,70,70,1,1986,9,4,2,NA,4,NA,NA,1,0,0,NA,17,5,5,5,3,0,1,3,1,2,0,0,0,NA,3,2,NA,NA,NA,13,12
1122,0,52,58,1,2002,11,1,2,2,1,2,5,1,0,1,1,19,1,6,5,2,2,1,1,1,2,0,0,1,1,0,2,NA,2,NA,20,14
1123,1,56,58,5,1991,10,7,2,2,3,2,5,1,1,0,2,15,6,7,2,0,5,1,3,1,1,0,0,0,2,0,2,NA,2,NA,14,13
1124,0,21,21,1,2015,10,4,2,2,4,NA,NA,1,0,0,NA,16,7,7,3,0,0,2,2,2,1,0,0,0,NA,6,2,NA,2,NA,17,13
1125,1,47,46,2,2006,10,2,2,2,1,2,2,1,0,1,1,20,1,1,5,2,1,1,3,1,2,0,0,0,NA,3,2,NA,2,NA,16,13
1126,0,70,-1,1,1966,8,7,2,NA,1,1,5,1,0,1,1,11,5,6,2,1,0,1,1,2,1,0,0,0,2,0,2,NA,2,NA,12,12
1127,0,26,26,1,2007,12,1,2,1,1,1,3,1,0,1,1,17,1,1,1,1,10,1,1,1,2,0,0,0,NA,0.25,2,NA,2,NA,16,16
1128,0,19,21,1,2015,10,7,2,NA,3,1,4,1,0,0,2,15,1,7,3,0,4,1,3,2,1,0,0,0,NA,6,2,NA,2,NA,12,13
1129,0,61,53,1,1980,4,4,2,NA,4,NA,NA,1,0,0,NA,4,6,7,5,1,2,1,1,2,1,0,0,0,NA,6,2,NA,NA,NA,13,7.5
1130,0,75,80,1,1962,8,2,2,NA,4,NA,NA,1,0,0,NA,7,5,1,1,1,0,1,3,1,2,0,0,0,3,0,2,NA,NA,NA,12,12
1131,0,52,NA,5,NA,9,5,2,NA,4,NA,NA,2,1,0,NA,6,1,2,4,0,0,1,1,1,1,0,0,0,2,0,2,NA,NA,NA,12,12
1132,0,67,66,1,1969,9,6,1,NA,1,2,4,1,0,1,1,16,1,7,3,1,5,1,1,1,2,0,0,0,NA,6,2,NA,2,NA,13,12
1133,0,42,42,1,1993,10,5,2,NA,1,3,5,1,0,1,1,13,1,7,6,1,2,1,1,2,1,1,1,1,NA,0.25,2,NA,2,NA,7.5,13
1134,0,49,67,1,2009,10,4,2,NA,2,1,3,1,0,0,1,4,6,7,6,1,0,2,1,2,1,0,0,0,3,0,2,NA,2,NA,12,13
1135,0,59,53,1,2005,9,4,2,NA,2,2,5,1,0,0,1,21,1,2,6,1,0,3,1,2,1,0,0,0,2,0,1,0,1,0,17,12
1136,0,78,79,3,1956,12,1,1,2,1,1,5,1,0,1,1,13,5,1,2,1,2,1,1,1,2,0,0,0,NA,5,2,NA,2,NA,13,16
1137,0,27,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,9,6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,7,2,NA,NA,NA,12,NA
1138,0,72,61,1,1985,9,4,2,NA,1,3,5,1,0,1,1,12,5,2,6,3,4,1,1,2,1,0,0,0,2,0,2,NA,2,NA,13,12
1139,0,84,89,1,1949,9,3,2,NA,4,NA,NA,1,0,0,NA,16,5,1,2,1,1,1,3,1,2,0,1,0,NA,0.25,2,NA,NA,NA,12,12
1140,0,45,40,1,2001,12,3,2,2,1,1,5,1,0,1,1,19,1,3,2,1,3,1,3,2,1,0,0,0,NA,4,2,NA,2,NA,16,16
1141,0,75,70,1,1965,10,1,2,2,1,1,3,1,0,1,1,8,5,4,1,1,0,1,2,2,1,0,1,0,NA,6,2,NA,2,NA,13,13
1142,1,26,24,1,2011,10,4,2,NA,3,1,2,1,0,0,2,3,4,7,6,0,4,6,3,2,1,0,0,0,NA,7,2,NA,2,NA,12,13
1143,0,63,65,1,1971,12,1,2,1,1,2,5,1,0,1,1,17,1,1,1,1,1,1,1,2,1,0,0,0,NA,0.75,2,NA,2,NA,20,16
1144,0,62,59,1,1978,9,4,2,NA,1,1,3,1,0,1,1,16,5,7,2,1,3,1,1,2,1,1,0,0,NA,4,2,NA,2,NA,16,12
1145,0,22,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,6,2,NA,NA,NA,12,NA
1146,0,62,58,1,2012,10,3,2,2,1,1,4,1,0,1,1,14,2,5,6,3,0,3,3,1,2,1,0,0,NA,7,2,NA,2,NA,14,13
1147,0,39,41,1,1992,9,3,2,NA,1,2,3,1,0,1,1,16,1,1,4,1,15,1,3,1,2,0,1,0,NA,0.75,2,NA,2,NA,12,12
1148,1,26,26,4,2003,12,7,1,1,1,1,5,1,0,1,1,13,1,6,5,1,11,1,3,1,2,0,1,0,2,0,2,NA,2,NA,16,16
1149,0,62,69,1,1970,13,1,2,2,1,1,4,1,0,1,1,15,5,1,2,1,20,1,3,1,2,1,0,0,NA,5,1,0,2,NA,13,17
1150,0,51,49,1,2002,10,1,2,2,1,1,2,1,0,1,1,19,1,1,2,2,2,1,1,2,1,1,1,0,NA,3,2,NA,2,NA,14,13
1151,0,53,-1,4,1990,13,5,2,2,2,1,-1,1,2,0,1,16,1,5,6,0,0,1,3,2,2,NA,NA,NA,NA,4,2,NA,2,NA,13,17
1152,1,45,37,1,2004,11,3,2,2,1,3,5,1,0,1,1,11,4,1,1,1,4,1,1,2,1,0,1,0,1,0,2,NA,2,NA,16,14
1153,0,76,72,5,1996,13,5,2,2,2,1,5,1,1,0,1,16,2,6,3,1,0,1,3,1,1,0,0,0,NA,0.25,2,NA,2,NA,20,17
1154,0,44,47,1,1976,9,7,2,NA,1,1,2,1,0,1,1,18,7,2,3,1,4,1,3,1,2,1,0,1,NA,4,2,NA,2,NA,14,12
1155,1,36,30,5,2017,10,4,2,2,3,1,1,1,1,0,2,10,1,5,2,0,0,1,2,1,1,0,0,0,3,0,2,NA,2,NA,16,13
1156,1,58,20,5,2017,9,4,2,NA,3,2,3,2,1,0,2,7,5,5,6,0,5,8,1,1,1,0,0,0,NA,7,2,NA,2,NA,14,12
1157,0,40,48,1,1995,12,7,2,2,1,2,2,1,0,1,1,17,7,7,6,1,4,1,3,1,2,1,0,0,NA,6,2,NA,2,NA,14,16
1158,1,62,59,4,2017,11,7,2,2,3,2,5,1,0,0,2,18,1,5,3,0,0,1,3,2,1,0,0,0,NA,5,2,NA,2,NA,13,14
1159,0,58,66,1,1976,14,5,2,2,4,NA,NA,1,0,0,NA,9,2,5,5,1,0,1,3,1,2,0,0,0,NA,6,2,NA,NA,NA,17,20
1160,0,59,64,1,1987,13,5,2,2,1,2,5,1,0,1,1,12,4,3,3,1,0,1,3,2,1,0,0,0,1,0,2,NA,2,NA,16,17
1161,0,75,74,1,1960,9,1,2,NA,1,1,5,1,0,1,1,14,5,3,2,1,0,1,1,2,1,0,1,0,NA,0.25,2,NA,2,NA,12,12
1162,0,34,34,1,1998,14,5,1,NA,1,1,3,1,0,1,1,16,1,5,4,1,5,1,3,2,1,0,0,0,3,0,2,NA,2,NA,12,20
1163,0,62,53,5,1985,9,6,2,NA,1,1,3,1,1,1,1,17,5,7,4,1,0,1,3,1,1,0,0,0,NA,4,2,NA,2,NA,16,12
1164,1,25,25,3,2011,12,4,2,2,2,2,2,1,0,0,1,14,2,5,6,1,6,1,3,1,2,1,1,0,1,0,1,0,2,NA,14,16
1165,0,40,43,1,1994,11,6,1,1,1,1,5,1,0,1,1,17,1,6,6,1,0,1,2,2,1,1,0,0,2,0,2,NA,2,NA,13,14
1166,0,34,33,1,2012,12,2,2,2,1,1,3,1,0,1,1,20,1,1,4,2,2,3,4,2,1,0,0,1,NA,2,2,NA,2,NA,20,16
1167,0,57,58,1,2009,12,1,2,2,3,1,2,1,0,0,2,16,1,2,6,0,1,3,1,1,2,0,0,0,1,0,2,NA,2,NA,16,16
1168,0,29,29,2,2009,12,4,2,1,4,NA,NA,1,0,0,NA,6,1,7,6,0,1,1,1,1,2,0,0,0,NA,0.75,2,NA,NA,NA,20,16
1169,0,69,70,1,1962,9,3,1,NA,1,1,3,1,0,1,1,8,1,6,2,1,2,1,1,1,2,0,0,0,NA,7,2,NA,NA,NA,12,12
1170,0,46,50,1,1995,12,1,2,2,1,4,5,1,0,1,1,20,1,2,2,1,0,1,3,1,2,NA,NA,NA,NA,0.75,2,NA,2,NA,20,16
1171,0,49,49,1,2004,11,4,2,2,4,NA,NA,1,0,0,NA,8,7,3,1,3,2,2,3,1,2,0,0,0,NA,4,2,NA,2,NA,13,14
1172,0,36,34,1,2000,9,1,1,NA,1,1,3,1,0,1,1,14,1,1,6,1,2,1,1,2,1,0,1,1,1,0,2,NA,2,NA,12,12
1173,0,26,26,1,2012,10,3,2,2,2,1,2,1,0,0,1,10,1,5,6,0,9,1,1,1,2,0,0,0,NA,6,2,NA,2,NA,16,13
1174,0,53,52,5,1989,12,4,2,2,1,1,5,1,1,1,1,21,2,3,6,1,1,1,3,1,1,0,1,0,3,0,2,NA,2,NA,17,16
1175,0,30,30,1,2002,10,5,1,2,3,2,3,1,0,0,2,16,1,7,3,0,12,1,1,2,1,0,0,0,1,0,2,NA,2,NA,16,13
1176,0,34,34,1,2005,13,5,2,2,1,1,4,1,0,1,1,17,7,6,5,1,0,3,3,2,1,0,0,0,NA,0.75,2,NA,2,NA,13,17
1177,0,50,51,1,1986,10,4,2,NA,1,1,4,1,0,1,1,16,2,3,6,1,2,1,3,1,2,0,0,0,1,0,2,NA,2,NA,12,13
1178,1,43,43,1,2007,12,3,2,2,3,1,5,2,0,0,2,11,1,6,5,1,2,1,3,1,2,0,0,0,NA,0.75,2,NA,2,NA,17,16
1179,0,66,66,1,1981,10,3,2,NA,1,2,5,1,0,1,1,11,5,1,2,2,0,1,4,2,1,0,0,0,NA,2,2,NA,2,NA,9,13
1180,0,59,59,1,1976,10,5,2,1,1,1,4,1,0,1,1,5,5,5,6,1,0,1,4,2,1,0,1,0,NA,6,2,NA,2,NA,13,13
1181,0,56,53,1,2000,12,2,2,NA,1,1,4,1,0,1,1,18,1,2,4,2,2,6,3,2,1,0,0,0,NA,0.75,2,NA,2,NA,12,16
1182,0,63,54,1,1989,13,7,2,2,1,2,3,1,0,1,1,19,1,2,5,2,0,1,3,2,1,0,0,0,1,0,2,NA,2,NA,16,17
1183,0,47,52,1,1987,10,5,2,NA,1,2,4,1,0,1,1,14,1,6,6,1,2,1,1,2,1,0,1,0,NA,0.75,2,NA,2,NA,12,13
1184,0,51,52,2,1997,10,1,2,2,1,2,5,1,0,1,1,18,1,6,2,1,0,1,3,1,2,0,0,0,NA,0.75,2,NA,2,NA,17,13
1185,0,68,66,1,1997,9,4,2,NA,4,NA,NA,1,0,0,NA,8,5,6,6,2,2,-1,1,1,2,0,0,0,NA,3,2,NA,NA,NA,10,12
1186,0,28,29,1,2016,13,5,2,2,3,2,5,1,0,0,2,15,1,5,5,0,3,1,2,1,2,0,0,0,NA,0.25,2,NA,2,NA,17,17
1187,0,50,49,5,1999,10,7,2,2,1,1,5,1,1,1,1,21,1,7,5,1,0,1,1,1,1,0,1,0,NA,6,2,NA,2,NA,17,13
1188,0,69,72,1,1987,9,4,2,NA,1,1,-1,1,0,1,1,14,5,7,6,2,0,1,1,2,1,0,0,0,2,0,1,0,2,NA,12,12
1189,1,25,29,1,2017,10,3,2,2,3,2,4,2,0,0,2,6,1,5,4,0,3,3,3,1,2,0,0,0,2,0,2,NA,2,NA,16,13
1190,0,73,73,1,1963,9,1,2,NA,1,1,5,1,0,1,1,10,1,1,2,1,0,1,1,1,2,0,0,0,NA,4,2,NA,2,NA,12,12
1191,1,38,26,1,2013,12,7,2,2,3,2,2,2,0,0,2,14,1,7,4,0,5,1,1,2,1,1,1,0,NA,6,2,NA,1,0,13,16
1192,0,57,58,1,2012,12,1,2,NA,3,2,-1,1,0,0,2,1,6,1,3,2,2,1,3,1,2,0,0,0,NA,7,2,NA,2,NA,10,16
1193,0,58,58,1,1967,10,3,1,NA,1,1,-1,1,0,1,1,15,1,2,2,1,7,1,1,1,2,0,0,0,1,0,2,NA,2,NA,12,13
1194,0,59,58,1,1979,12,2,2,1,1,4,4,2,0,1,1,18,1,3,2,1,0,1,1,2,1,0,0,0,2,0,2,NA,1,0,16,16
1195,0,61,57,4,2000,9,5,2,NA,4,NA,NA,1,2,0,NA,14,1,6,4,2,2,1,1,2,2,1,0,0,NA,7,2,NA,NA,NA,13,12
1196,1,19,21,1,2016,10,5,2,1,3,1,3,1,0,0,2,20,1,7,4,0,3,1,4,1,2,0,1,0,2,0,2,NA,2,NA,13,13
1197,0,57,57,1,1981,9,4,2,NA,1,1,4,1,0,1,1,12,6,5,6,2,0,1,3,1,2,0,1,0,NA,2,2,NA,2,NA,12,12
1198,0,65,60,1,1981,9,1,2,NA,1,1,3,1,0,1,1,13,2,1,5,2,4,1,2,1,2,1,0,0,3,0,2,NA,2,NA,10,12
1199,0,55,48,1,2007,9,5,2,NA,2,2,3,1,0,0,1,4,6,5,4,1,0,1,1,2,1,0,0,1,3,0,2,NA,2,NA,9,12
1200,0,86,85,1,1949,9,1,2,NA,1,1,3,1,0,1,1,14,5,1,1,1,0,1,1,2,1,0,1,0,NA,0.25,2,NA,2,NA,12,12
1201,0,61,59,1,1978,10,1,2,2,1,1,2,1,0,1,1,16,1,1,2,1,0,1,1,2,1,0,0,0,NA,7,2,NA,2,NA,16,13
1202,0,56,59,1,2004,9,7,1,NA,1,3,3,1,0,1,1,14,1,6,-1,1,1,1,1,2,1,0,0,0,NA,7,2,NA,2,NA,11,12
1203,0,57,56,1,1983,10,7,1,1,1,1,3,1,0,1,1,8,1,7,5,2,10,1,1,2,1,1,1,0,3,0,2,NA,2,NA,13,13
1204,1,54,45,1,2017,12,5,2,2,3,2,3,2,0,0,2,11,1,2,6,0,0,1,2,2,1,0,0,0,1,0,2,NA,2,NA,16,16
1205,0,37,38,1,2002,12,5,2,1,1,1,3,1,0,1,1,16,1,3,6,1,0,1,1,2,1,0,1,0,NA,0.25,2,NA,2,NA,16,16
1206,0,54,46,1,2003,12,7,2,2,1,1,5,1,0,1,1,21,1,7,4,2,0,3,1,2,1,0,0,0,NA,2,2,NA,2,NA,16,16
1207,0,71,70,1,1963,10,2,1,NA,1,2,2,1,0,1,1,19,5,5,3,2,6,1,3,1,2,0,0,0,3,0,2,NA,2,NA,10,13
1208,0,61,67,5,2004,10,7,2,2,1,1,5,1,2,1,1,17,1,7,6,1,0,1,1,2,2,0,0,0,1,0,2,NA,2,NA,17,13
1209,0,53,59,1,2003,14,7,2,2,1,1,5,1,0,1,1,18,1,2,3,2,2,1,3,2,1,0,1,0,NA,2,2,NA,2,NA,14,20
1210,0,33,34,1,1994,10,2,1,1,1,1,4,1,0,1,1,13,1,6,6,1,7,1,3,1,2,0,0,1,3,0,2,NA,2,NA,13,13
1211,0,48,50,1,1985,13,4,2,2,1,2,3,1,0,1,1,17,1,7,3,1,2,1,3,1,2,0,0,0,NA,3,2,NA,2,NA,17,17
1212,0,71,57,1,2016,12,7,2,2,4,NA,NA,1,0,0,NA,11,5,7,1,1,1,1,1,2,1,0,0,0,2,0,2,NA,NA,NA,17,16
1213,0,28,32,1,2005,9,1,2,NA,1,1,4,1,0,1,1,11,7,1,2,1,2,1,3,1,2,0,0,0,NA,0.25,2,NA,2,NA,13,12
1214,0,56,56,1,1996,9,4,2,NA,1,2,5,1,0,1,1,13,4,6,4,2,4,1,3,1,2,0,1,0,1,0,2,NA,2,NA,12,12
1215,0,47,66,5,1999,12,7,2,NA,2,2,5,1,1,0,1,11,2,5,6,0,3,1,3,1,1,0,0,0,NA,2,2,NA,2,NA,12,16
1216,0,79,74,1,1959,9,4,2,NA,4,NA,NA,1,0,0,NA,8,5,5,5,1,0,1,2,2,1,0,0,0,2,0,2,NA,NA,NA,12,12
1217,0,52,58,1,1989,10,6,2,2,1,2,5,1,0,1,1,13,1,5,5,1,4,1,1,2,1,0,0,0,NA,0.75,2,NA,2,NA,13,13
1218,0,40,42,1,1995,13,2,2,1,1,2,4,1,0,1,1,15,1,2,2,1,2,1,3,1,2,0,1,0,NA,6,1,0,2,NA,16,17
1219,0,55,55,1,1987,11,7,2,1,1,2,5,1,0,1,1,16,1,5,6,1,2,1,1,2,1,0,1,0,NA,0.25,2,NA,2,NA,20,14
1220,0,69,72,1,1969,12,3,2,2,1,1,5,1,0,1,1,12,5,1,1,1,0,1,3,1,2,0,0,0,NA,4,2,NA,2,NA,16,16
1221,0,81,78,1,1976,9,1,2,NA,1,1,5,1,0,1,1,16,5,1,2,1,0,1,1,2,1,0,0,0,NA,6,2,NA,1,0,16,12
1222,0,31,28,1,2000,8,4,2,NA,4,NA,NA,1,0,0,NA,7,4,3,2,0,0,1,4,1,2,0,0,1,3,0,2,NA,NA,NA,14,12
1223,1,64,65,5,1969,9,5,2,NA,3,2,5,1,1,0,2,17,5,5,5,0,0,1,3,1,1,0,1,0,1,0,2,NA,2,NA,13,12
1224,1,18,19,1,2017,9,-1,2,NA,3,2,-1,1,0,0,2,7,7,5,5,0,1,5,3,1,2,0,0,0,1,0,2,NA,2,NA,11,12
1225,1,31,36,1,2001,9,2,2,NA,2,2,2,1,0,0,1,4,4,3,6,0,3,1,1,1,2,1,0,1,2,0,2,NA,2,NA,5.5,12
1226,0,46,44,1,1990,12,7,2,2,1,1,4,1,0,1,1,17,1,6,6,1,10,1,1,2,1,0,1,0,NA,7,2,NA,2,NA,20,16
1227,0,62,57,1,1979,11,7,2,NA,1,1,-1,1,0,1,1,14,1,7,3,1,1,1,2,2,1,0,0,0,3,0,2,NA,2,NA,12,14
1228,0,55,50,5,1998,10,7,2,2,1,1,2,1,1,1,1,17,1,7,6,1,0,1,2,1,1,0,0,0,NA,2,2,NA,2,NA,16,13
