id,w2_brokeup,w1_age,w1_p_page,w1_attraction,w1_q21a_year,w1_p_edu,w1_p_polparty,w1_same_hs,w1_same_college,w1_partnership_status_cohab,w1_rel_qual,w1_sex_frequency,w1_otherdate_all,w1_same_sex_couple_gender,w1_married,w1_cohab,w1_hh_income,w1_employed,w1_polparty,w1_relig_attend,w1_times_marrid,w1_p_race,w1_how_met,w1_earned_more,w1_p_gender,w1_gender,w1_q24_met_through_family,w1_q24_met_through_friend,w1_q24_met_through_as_nghbrs,w2_nonshelter,w2_shelter_combo_months,w2_myhealth,w2_myhealth_why_1,w2_parthealth,w2_parthealth_why_1,w1_yrsed,w1_p_yrsed
537,0,78,72,1,NA,10,4,2,2,1,1,5,1,0,1,1,16,5,3,5,1,3,1,2,2,1,1,0,0,NA,7,1,0,2,NA,13,13
538,0,69,82,1,1968,14,2,2,2,1,1,5,1,0,1,1,15,5,2,5,1,0,1,3,1,2,0,0,0,NA,6,2,NA,2,NA,13,20
539,0,67,68,1,1967,10,3,2,2,1,2,2,1,0,1,1,21,1,1,2,1,3,1,1,2,1,0,0,0,NA,0.25,2,NA,2,NA,16,13
540,0,71,68,1,1990,10,7,2,NA,1,1,5,1,0,1,1,10,5,7,5,4,2,1,3,1,2,0,0,0,3,0,1,0,2,NA,7.5,13
541,0,58,55,1,1998,13,7,2,2,1,1,1,1,0,1,1,16,5,6,6,2,0,1,1,2,1,0,0,0,NA,0.75,2,NA,2,NA,16,17
542,0,57,58,1,1981,10,4,2,2,1,1,5,1,0,1,1,9,7,3,3,1,1,1,3,1,2,0,0,0,NA,0.75,2,NA,2,NA,13,13
543,0,66,60,1,2016,10,7,2,NA,3,2,-1,1,0,0,2,5,5,6,4,1,3,1,3,1,2,0,0,0,3,0,2,NA,NA,NA,12,13
544,0,68,65,1,1975,10,5,2,2,1,2,5,1,0,1,1,13,5,2,6,1,0,1,1,2,1,0,1,0,NA,6,2,NA,2,NA,13,13
545,0,54,51,1,1991,13,7,2,2,1,1,5,1,0,1,1,16,1,7,5,1,0,1,1,2,1,0,0,0,NA,0.75,1,0,2,NA,16,17
546,0,70,66,1,1973,14,7,2,2,1,1,5,1,0,1,1,19,5,7,4,2,0,1,3,1,2,0,0,0,NA,3,2,NA,2,NA,20,20
547,0,57,55,1,1990,11,4,2,1,1,1,3,1,0,1,1,17,1,6,5,1,3,1,3,1,2,0,1,0,NA,3,2,NA,2,NA,13,14
548,0,70,75,5,1977,13,5,2,2,1,1,5,1,2,1,1,16,5,5,5,2,2,1,1,2,2,0,0,0,NA,7,2,NA,2,NA,17,17
549,0,57,62,1,1990,11,3,2,2,1,1,-1,1,0,1,1,15,1,3,5,1,0,1,4,2,1,0,1,0,NA,5,2,NA,2,NA,16,14
550,0,68,62,1,1975,9,4,2,NA,1,1,3,1,0,1,1,15,1,1,4,1,0,1,1,2,1,1,0,0,1,0,2,NA,2,NA,14,12
551,1,19,23,1,2015,12,5,2,1,3,1,5,1,0,0,2,17,2,7,4,0,3,1,3,1,2,0,0,0,NA,0.75,2,NA,NA,NA,13,16
552,0,74,81,1,1955,12,1,1,2,1,1,5,1,0,1,1,19,5,1,2,1,0,1,2,1,2,1,1,0,NA,6,2,NA,2,NA,13,16
553,0,57,54,5,2014,10,7,2,2,3,2,3,2,1,0,2,5,6,7,5,0,5,1,4,1,1,0,0,0,NA,6,2,NA,NA,NA,13,13
554,1,31,30,5,2016,12,5,2,2,3,2,4,2,2,0,2,19,1,6,6,0,0,8,3,2,2,0,0,0,NA,6,2,NA,2,NA,16,16
555,0,60,62,1,1974,10,1,2,2,1,2,3,1,0,1,1,18,1,2,6,1,0,1,1,1,2,0,1,0,1,0,2,NA,2,NA,13,13
556,0,22,24,1,2016,12,4,2,2,4,NA,NA,2,0,0,NA,15,1,6,6,0,3,1,3,1,2,0,0,0,NA,2,2,NA,NA,NA,13,16
557,0,30,30,1,2007,13,5,2,1,1,2,5,1,0,1,1,16,1,2,5,1,2,3,1,2,1,0,0,0,NA,2,2,NA,2,NA,17,17
558,0,59,49,5,1998,12,7,2,2,3,3,3,2,1,0,2,13,1,6,4,0,2,5,1,1,1,0,0,0,NA,1,2,NA,2,NA,13,16
559,0,51,37,1,2012,9,5,2,NA,4,NA,NA,1,0,0,NA,16,1,6,5,1,7,1,1,2,1,0,0,1,NA,6,2,NA,NA,NA,13,12
560,0,44,43,5,2003,13,6,2,2,2,1,5,1,1,0,1,17,2,6,6,0,0,3,3,1,1,0,0,0,NA,6,2,NA,2,NA,13,17
561,0,57,60,1,1994,9,5,2,NA,4,NA,NA,1,0,0,NA,13,5,6,6,1,1,1,3,2,1,0,0,0,2,0,2,NA,NA,NA,10,12
562,0,64,70,1,1974,13,7,2,1,1,1,3,1,0,1,1,16,5,7,4,2,8,1,3,1,2,0,0,1,NA,4,2,NA,2,NA,17,17
563,0,67,-1,1,NA,10,1,2,NA,1,2,-1,1,0,1,1,7,5,1,1,2,0,1,4,1,2,0,1,1,NA,0.75,2,NA,2,NA,10,13
564,0,55,54,1,1985,12,7,2,1,1,1,5,1,0,1,1,16,1,7,2,1,1,1,1,2,1,0,0,0,2,0,2,NA,2,NA,17,16
565,0,35,32,1,2006,10,4,2,NA,1,1,2,1,0,1,1,12,1,4,1,1,6,1,3,2,1,0,0,0,1,0,2,NA,2,NA,12,13
566,0,70,67,1,1968,10,6,2,1,1,1,5,1,0,1,1,16,5,6,5,1,0,1,1,2,1,0,0,0,NA,6,2,NA,1,0,14,13
567,0,79,69,1,1968,10,1,2,NA,1,1,5,1,0,1,1,7,5,1,6,2,0,1,3,2,1,0,1,0,NA,0.75,1,1,1,1,12,13
568,0,38,40,1,2000,10,3,2,2,1,1,3,1,0,1,1,10,7,1,2,1,4,1,2,2,1,0,0,0,NA,5,2,NA,2,NA,16,13
569,1,64,55,1,2008,9,5,2,NA,3,1,3,1,0,0,2,6,5,4,6,1,2,1,3,1,2,0,0,0,NA,0.75,2,NA,2,NA,12,12
570,0,79,78,1,1955,13,7,2,2,1,1,5,1,0,1,1,17,5,2,4,1,0,1,3,2,1,1,0,0,NA,7,2,NA,2,NA,20,17
571,0,21,22,1,2015,12,3,2,1,3,2,2,1,0,0,2,20,1,5,4,0,3,1,3,1,2,0,0,0,NA,0.75,2,NA,2,NA,13,16
572,0,35,34,1,2000,13,5,2,2,1,1,4,1,0,1,1,18,1,2,4,1,4,1,1,2,1,0,0,0,NA,2,2,NA,2,NA,17,17
573,0,57,58,1,1981,10,4,2,2,1,2,5,1,0,1,1,16,1,5,6,1,0,1,1,2,1,0,0,0,1,0,2,NA,2,NA,14,13
574,0,57,55,2,1988,14,7,2,1,1,1,3,1,0,1,1,17,7,7,6,1,0,1,3,1,2,0,1,0,NA,7,2,NA,2,NA,17,20
575,0,58,60,1,1982,9,4,2,NA,2,1,-1,1,0,0,1,13,1,3,5,0,3,1,3,1,2,0,1,0,1,0,2,NA,2,NA,12,12
576,0,52,47,3,2005,10,-1,2,NA,2,3,-1,1,0,0,1,10,7,4,6,2,0,3,3,1,2,0,0,0,NA,7,2,NA,2,NA,12,13
577,0,84,89,1,1976,12,2,2,NA,1,1,5,1,0,1,1,11,5,1,2,3,3,1,4,1,2,0,1,0,NA,5,2,NA,2,NA,12,16
578,0,58,61,1,1992,9,2,2,NA,1,1,5,1,0,1,1,13,2,1,6,1,0,1,2,2,1,0,0,0,1,0,2,NA,2,NA,14,12
579,0,79,74,1,1967,11,1,2,NA,1,2,5,1,0,1,1,9,5,3,1,1,4,1,3,1,2,1,1,0,NA,5,2,NA,2,NA,9,14
580,0,75,68,1,1967,9,4,2,NA,1,1,3,1,0,1,1,15,5,3,5,1,6,1,1,2,1,0,0,0,3,0,2,NA,2,NA,12,12
581,0,72,67,1,1968,10,3,2,2,1,1,2,1,0,1,1,15,5,3,2,2,33,1,1,2,1,0,0,0,NA,3,2,NA,2,NA,16,13
582,0,63,63,1,1965,12,1,1,1,1,2,5,1,0,1,1,21,1,1,6,1,0,1,2,2,1,1,1,0,3,0,2,NA,2,NA,17,16
583,0,40,45,1,NA,10,4,2,2,1,3,5,1,0,1,1,16,1,4,6,1,6,5,1,1,2,0,0,0,1,0,1,0,2,NA,16,13
584,0,24,25,1,2012,11,1,2,2,3,1,5,1,0,0,2,14,1,1,2,0,9,1,3,1,2,0,0,0,1,0,2,NA,2,NA,16,14
585,0,54,42,1,2015,9,6,2,NA,4,NA,NA,1,0,0,NA,14,1,7,2,0,0,1,1,1,2,0,0,0,NA,5,2,NA,NA,NA,16,12
586,1,27,27,1,2016,12,5,2,2,3,2,5,1,0,0,2,15,4,7,5,0,2,6,3,2,1,0,0,0,NA,5,2,NA,2,NA,13,16
587,0,75,79,1,1970,7,6,2,NA,3,2,5,1,0,0,2,8,4,5,6,1,0,1,1,1,2,0,0,1,2,0,2,NA,2,NA,12,11
588,0,70,71,1,1966,10,1,2,2,1,1,5,1,0,1,1,12,5,2,6,1,0,1,4,2,1,1,0,0,NA,7,2,NA,2,NA,14,13
589,0,46,39,5,2001,12,5,2,2,2,2,5,1,1,0,1,16,1,5,4,1,0,1,1,1,1,0,0,0,NA,5,2,NA,1,0,13,16
590,0,46,41,5,2005,12,6,2,2,1,1,5,1,2,1,1,16,1,7,3,1,6,3,3,2,2,0,1,0,NA,0.75,2,NA,2,NA,14,16
591,0,34,37,1,2017,9,4,2,NA,3,1,5,2,0,0,2,2,4,5,6,0,2,6,2,2,1,0,0,0,NA,0.25,2,NA,2,NA,11,12
592,0,58,43,5,1998,9,5,2,NA,2,1,3,2,1,0,1,12,2,5,6,0,1,4,3,1,1,0,0,0,NA,6,2,NA,2,NA,13,12
593,0,44,45,1,1993,9,4,2,NA,1,2,4,1,0,1,1,16,7,5,2,1,6,1,3,1,2,0,1,0,2,0,2,NA,2,NA,12,12
594,0,43,37,3,2015,10,5,2,2,2,1,2,1,0,0,1,17,1,5,3,1,2,3,1,1,2,0,0,0,NA,0.75,2,NA,2,NA,17,13
595,0,64,63,1,1970,10,3,2,2,1,1,5,1,0,1,1,15,1,3,3,1,0,1,1,2,1,0,0,0,3,0,2,NA,2,NA,13,13
596,1,31,34,1,2004,10,1,2,NA,1,2,3,1,0,1,1,10,7,6,6,1,0,1,3,1,2,0,1,0,1,0,2,NA,2,NA,12,13
597,1,55,34,5,2013,9,4,2,NA,3,1,4,1,1,0,2,13,1,7,6,0,0,8,1,1,1,0,0,0,NA,2,1,0,2,NA,13,12
598,0,52,45,4,2009,13,4,2,2,3,1,3,1,1,0,2,18,5,5,5,1,5,1,1,1,1,0,0,0,NA,0.75,2,NA,NA,NA,13,17
599,0,26,28,1,2006,9,4,2,NA,4,NA,NA,1,0,0,NA,6,1,6,4,0,2,1,3,1,2,0,0,0,1,0,2,NA,NA,NA,12,12
600,0,34,36,1,2016,13,4,2,2,2,1,3,1,0,0,1,18,1,6,3,0,0,3,1,1,2,0,0,0,1,0,2,NA,2,NA,17,17
601,0,60,55,5,2000,12,6,2,2,1,1,4,1,2,1,1,16,5,7,2,1,2,5,3,2,2,0,0,0,NA,3,2,NA,2,NA,13,16
602,0,71,73,1,1969,12,1,2,2,1,1,-1,1,0,1,1,18,5,1,4,1,2,1,3,1,2,0,0,0,NA,6,2,NA,2,NA,13,16
603,0,79,72,1,1986,11,7,2,NA,2,1,5,1,0,0,1,12,5,7,4,1,3,1,2,1,2,0,0,0,NA,7,2,NA,1,0,7.5,14
604,0,82,80,1,1987,10,3,2,2,1,1,5,1,0,1,1,20,5,3,1,2,0,1,1,2,1,0,1,0,NA,3,2,NA,2,NA,20,13
605,0,31,29,1,2004,9,4,2,NA,1,2,1,1,0,1,1,12,1,5,6,1,1,1,1,2,1,0,1,0,1,0,2,NA,2,NA,12,12
606,0,56,53,1,2007,9,-1,1,NA,2,2,4,1,0,0,1,14,1,4,5,1,0,1,1,2,1,NA,NA,NA,1,0,2,NA,2,NA,12,12
607,0,56,56,1,1976,11,2,1,2,1,1,5,1,0,1,1,18,1,1,5,1,20,1,3,2,1,0,0,0,1,0,2,NA,2,NA,13,14
608,0,66,60,5,1990,12,7,2,2,3,1,4,1,1,0,2,16,5,7,6,0,0,1,1,1,1,0,1,0,NA,5,2,NA,2,NA,16,16
609,0,38,40,2,2004,12,5,2,2,1,2,5,1,0,1,1,16,1,7,6,1,3,1,3,1,2,1,1,0,NA,5,2,NA,2,NA,16,16
610,0,38,35,1,2007,13,1,2,2,1,1,1,1,0,1,1,13,1,3,2,1,0,3,1,2,1,0,0,0,2,0,2,NA,2,NA,16,17
611,0,71,71,1,1961,9,7,2,NA,1,1,5,1,0,1,1,12,5,7,5,1,1,1,1,2,1,0,0,0,NA,7,2,NA,2,NA,12,12
612,1,20,21,1,2015,10,-1,2,1,3,1,-1,1,0,0,2,15,2,2,2,0,11,2,-1,1,2,0,1,0,NA,3,2,NA,NA,NA,13,13
613,0,48,47,1,1989,10,7,2,2,1,1,2,1,0,1,1,11,5,7,4,1,0,1,2,2,1,0,0,0,1,0,2,NA,2,NA,14,13
614,0,35,37,1,2000,10,7,2,2,1,1,3,1,0,1,1,14,1,1,5,2,0,1,1,2,1,0,0,1,1,0,2,NA,2,NA,13,13
615,0,28,22,1,1995,11,3,2,2,1,2,2,1,0,1,1,13,1,2,1,1,10,1,3,2,1,1,0,0,NA,0.25,2,NA,1,0,13,14
616,0,61,58,3,1981,10,5,2,2,4,NA,NA,1,2,0,NA,16,2,7,6,0,0,1,1,2,2,0,1,0,NA,0.75,2,NA,NA,NA,17,13
617,0,65,61,1,1969,10,1,1,1,1,1,4,1,0,1,1,10,1,1,4,1,1,1,3,2,1,0,1,0,NA,0.75,2,NA,2,NA,13,13
618,1,70,25,4,2013,8,4,2,NA,3,2,5,2,1,0,2,13,1,7,5,0,2,1,1,1,1,0,1,0,1,0,2,NA,2,NA,16,12
619,0,42,40,1,2011,12,4,2,2,1,1,3,1,0,1,1,16,1,7,5,2,2,1,1,2,1,1,1,0,NA,0.75,2,NA,2,NA,16,16
620,0,47,49,1,1991,9,3,2,NA,1,1,3,1,0,1,1,17,1,6,4,1,2,1,1,2,1,0,0,0,NA,2,2,NA,1,0,12,12
621,1,31,22,5,2015,12,4,2,2,3,2,3,1,1,0,2,13,1,7,6,0,NA,8,1,1,1,0,0,0,NA,0.75,2,NA,2,NA,17,16
622,1,32,22,5,2017,10,4,2,NA,3,1,2,1,2,0,2,1,3,5,5,1,1,1,3,2,2,0,1,0,NA,0.25,1,0,2,NA,7.5,13
623,1,21,20,1,2015,10,7,1,NA,3,2,2,1,0,0,2,7,4,7,2,0,6,1,2,2,1,0,0,0,NA,3,2,NA,2,NA,12,13
624,0,83,80,1,1951,9,5,1,NA,1,1,5,1,0,1,1,12,5,6,1,1,1,1,1,2,1,1,0,0,2,0,2,NA,1,0,12,12
625,0,43,45,5,2004,10,5,2,2,1,1,5,1,1,1,1,15,1,7,5,1,0,6,3,1,1,0,0,0,NA,3,2,NA,2,NA,13,13
626,1,53,46,1,2017,9,4,2,NA,2,2,1,2,0,0,1,15,1,6,2,1,28,1,1,1,2,0,0,0,NA,4,1,0,1,0,13,12
627,0,26,30,2,2007,10,6,2,NA,1,1,5,1,0,1,1,10,1,7,5,1,4,1,3,1,2,0,1,0,NA,5,1,0,2,NA,12,13
628,0,53,50,2,1988,9,7,2,NA,2,2,5,1,0,0,1,14,1,7,5,0,0,1,1,1,2,0,0,0,1,0,2,NA,2,NA,13,12
629,0,49,46,1,2013,13,6,2,2,2,2,5,1,0,0,1,19,1,6,5,0,0,3,3,2,1,0,0,0,NA,0.75,2,NA,2,NA,16,17
630,0,55,52,1,1991,13,1,2,2,1,2,3,1,0,1,1,16,1,1,3,1,0,1,1,2,1,0,0,0,NA,0.25,2,NA,2,NA,17,17
631,1,29,27,3,2017,10,5,2,2,3,2,3,2,0,0,2,11,1,7,6,0,1,3,3,1,2,0,0,0,NA,2,2,NA,2,NA,20,13
632,0,79,79,1,1957,10,5,2,2,4,NA,NA,1,0,0,NA,7,5,5,6,2,3,1,3,1,2,0,1,0,NA,4,2,NA,NA,NA,14,13
633,0,53,52,5,1985,12,6,2,1,1,1,3,1,1,1,1,17,1,7,4,1,3,1,1,1,1,0,0,0,NA,0.75,2,NA,2,NA,20,16
634,0,24,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,0,2,NA,NA,NA,16,NA
635,0,62,78,1,1995,10,2,2,2,4,NA,NA,1,0,0,NA,5,2,3,5,1,2,1,-1,1,2,0,1,0,NA,3,2,NA,NA,NA,14,13
636,0,38,NA,1,NA,-1,-1,-1,NA,4,NA,NA,-1,0,0,NA,13,4,6,6,0,NA,-1,-1,1,2,NA,NA,NA,NA,7,2,NA,NA,NA,16,NA
637,0,59,61,1,1973,11,3,2,NA,1,1,5,1,0,1,1,12,2,2,2,1,10,1,3,1,2,1,1,0,NA,0.75,2,NA,1,0,12,14
638,0,68,70,1,1965,10,3,1,2,1,1,5,1,0,1,1,9,5,3,1,1,3,1,3,1,2,0,1,0,NA,6,2,NA,1,0,13,13
639,0,28,38,1,2010,9,1,2,NA,1,1,4,1,0,1,1,21,7,1,2,1,15,1,3,1,2,0,1,0,2,0,2,NA,2,NA,16,12
640,0,83,84,1,1949,9,7,1,NA,1,1,3,1,0,1,1,11,5,7,4,1,0,1,2,2,1,0,0,0,NA,4,2,NA,2,NA,13,12
641,0,26,25,1,2005,10,5,1,NA,4,NA,NA,1,0,0,NA,12,1,5,6,0,3,1,1,2,1,0,1,0,1,0,2,NA,NA,NA,12,13
642,0,34,33,1,2005,12,3,2,1,1,1,5,1,0,1,1,11,1,2,1,1,6,1,1,2,1,0,0,0,NA,4,2,NA,2,NA,17,16
643,0,40,58,1,2012,13,7,2,2,1,1,3,1,0,1,1,16,7,5,5,1,0,1,3,1,2,0,0,0,NA,7,2,NA,2,NA,20,17
644,0,35,NA,NA,1999,-1,4,2,NA,4,NA,NA,1,0,0,NA,5,6,6,6,0,0,1,-1,2,1,0,0,0,2,0,2,NA,NA,NA,12,NA
645,0,48,61,1,1980,10,2,1,NA,4,NA,NA,1,0,0,NA,2,6,5,6,1,2,1,3,1,2,0,0,0,2,0,2,NA,NA,NA,10,13
646,0,38,-1,1,2004,13,1,2,2,1,1,-1,1,0,1,1,12,1,1,6,1,2,1,1,2,1,0,0,0,NA,6,2,NA,2,NA,17,17
647,0,39,34,1,2015,9,3,2,NA,2,2,3,2,0,0,1,13,1,1,6,0,2,1,1,2,1,0,0,0,NA,0.75,2,NA,2,NA,13,12
648,0,56,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,0,2,NA,NA,NA,12,NA
649,0,62,69,1,1991,10,3,2,2,4,NA,NA,1,0,0,NA,13,2,7,6,0,0,1,2,1,2,0,0,0,NA,6,2,NA,NA,NA,16,13
650,0,48,52,5,2006,11,7,2,1,2,1,2,1,1,0,1,15,6,7,5,0,9,1,4,1,1,0,0,0,NA,2,2,NA,2,NA,17,14
651,0,59,55,1,2017,12,4,2,2,3,1,5,1,0,0,2,19,1,2,5,1,1,1,1,2,1,0,0,0,NA,4,2,NA,2,NA,17,16
652,0,44,48,1,1995,4,4,2,NA,1,2,3,1,0,1,1,7,1,7,4,1,2,1,3,1,2,0,1,0,3,0,2,NA,2,NA,13,7.5
653,0,33,44,1,NA,11,1,1,2,1,1,3,1,0,1,1,16,1,1,3,2,4,1,1,1,2,NA,NA,NA,1,0,NA,NA,2,NA,20,14
654,0,48,46,1,1998,4,5,2,NA,1,2,3,1,0,1,1,12,1,6,2,1,2,1,1,2,1,1,0,0,2,0,2,NA,2,NA,12,7.5
655,0,59,59,1,1969,10,4,1,1,1,1,2,1,0,1,1,11,6,4,1,1,4,1,3,2,1,0,0,0,1,0,2,NA,2,NA,13,13
656,0,53,53,1,1989,9,4,2,NA,1,2,5,1,0,1,1,13,1,3,2,2,3,1,3,1,2,0,0,0,1,0,1,0,1,0,12,12
657,0,37,45,1,2006,12,4,2,1,1,1,-1,1,0,1,1,21,7,5,6,1,2,1,3,1,2,0,0,0,NA,3,2,NA,2,NA,16,16
658,0,77,74,5,1962,9,3,2,NA,1,2,5,2,0,1,1,5,5,5,6,1,0,1,4,2,1,0,1,0,3,0,2,NA,NA,NA,12,12
659,0,59,60,1,2003,11,4,2,NA,2,1,5,1,0,0,1,18,1,1,5,1,2,5,3,2,1,0,0,0,1,0,NA,NA,2,NA,12,14
660,0,29,34,2,2009,14,4,1,2,1,2,5,1,0,1,1,16,1,5,6,1,0,1,1,1,2,0,1,0,NA,6,1,0,2,NA,17,20
661,0,39,36,1,2010,13,5,2,2,2,1,1,1,0,0,1,18,1,3,4,0,5,1,1,2,1,1,0,0,NA,0.75,2,NA,2,NA,17,17
662,0,65,72,1,1981,8,5,2,NA,4,NA,NA,1,0,0,NA,6,1,7,1,0,20,1,3,1,2,1,0,0,1,0,2,NA,NA,NA,12,12
663,0,27,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,17,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
664,0,53,45,5,2012,9,5,2,NA,1,2,2,1,1,1,2,10,1,6,6,1,2,1,1,1,1,0,1,0,NA,0.75,2,NA,2,NA,14,12
665,0,33,51,1,2007,10,3,2,NA,1,2,5,1,0,1,1,12,7,1,6,2,7,1,3,1,2,0,0,0,2,0,1,NA,2,NA,12,13
666,0,23,NA,1,2008,6,7,1,NA,4,NA,NA,1,0,0,NA,8,4,7,6,0,3,1,2,2,1,NA,NA,NA,2,0,2,NA,NA,NA,10,10
667,0,30,37,1,2017,10,3,2,2,3,1,2,1,0,0,2,14,1,1,4,0,9,1,1,1,2,1,0,0,NA,0.75,2,NA,2,NA,17,13
668,0,72,71,1,1967,12,1,2,2,1,2,5,1,0,1,1,16,1,1,2,1,0,1,2,1,2,0,0,0,NA,5,1,0,2,NA,17,16
669,0,38,31,1,2015,1,7,1,NA,4,NA,NA,1,0,0,NA,1,6,6,4,0,0,6,1,1,2,0,0,0,2,0,2,NA,NA,NA,10,0
670,0,82,75,1,2016,10,3,2,2,3,1,4,1,0,0,2,18,5,2,2,2,0,1,1,2,1,0,0,0,NA,6,2,NA,2,NA,16,13
671,0,75,74,1,1966,10,3,2,2,1,3,5,1,0,1,1,11,4,3,5,1,4,1,3,2,1,0,0,0,3,0,2,NA,2,NA,14,13
672,0,59,67,1,1974,10,1,2,NA,1,2,-1,1,0,1,1,8,1,3,1,1,2,1,3,1,2,1,1,1,NA,6,2,NA,2,NA,12,13
673,0,74,73,1,1961,12,4,2,1,1,1,5,1,0,1,1,18,2,5,5,1,1,1,4,2,1,0,0,0,NA,4,2,NA,2,NA,17,16
674,0,68,68,1,1965,12,1,1,NA,1,1,4,1,0,1,1,9,5,1,5,1,0,1,2,2,1,0,0,0,NA,2,1,0,2,NA,12,16
675,0,43,47,1,1980,9,4,2,NA,1,1,3,1,0,1,1,2,6,3,5,1,0,1,3,1,2,0,0,0,NA,4,2,NA,2,NA,7.5,12
676,0,47,60,1,2011,11,4,2,2,1,1,4,1,0,1,1,13,1,6,5,3,2,1,1,1,2,0,0,0,NA,5,2,NA,2,NA,16,14
677,0,57,58,1,1983,9,3,2,NA,4,NA,NA,1,0,0,NA,4,5,7,5,2,0,1,2,1,2,1,1,0,1,0,2,NA,2,NA,13,12
678,0,20,39,5,1999,9,4,2,NA,4,NA,NA,2,0,0,NA,16,1,4,6,3,2,1,1,2,2,0,0,0,1,0,2,NA,2,NA,12,12
679,0,34,34,1,2001,13,7,2,1,1,1,3,1,0,1,1,14,1,7,2,1,0,1,1,2,1,0,1,1,NA,6,2,NA,2,NA,17,17
680,0,70,73,1,1968,9,2,1,NA,1,1,5,1,0,1,1,16,5,6,5,2,0,1,4,1,2,0,1,0,2,0,2,NA,1,0,12,12
681,1,63,63,1,1988,12,7,2,2,1,4,5,1,0,1,2,17,1,7,3,1,2,1,3,1,2,0,0,0,NA,0.25,2,NA,2,NA,14,16
682,0,69,71,1,1966,10,2,2,NA,1,1,5,1,0,1,1,10,5,2,6,1,3,1,4,1,2,1,1,0,NA,4,2,NA,2,NA,12,13
683,0,68,64,1,NA,9,5,2,NA,4,NA,NA,1,0,0,NA,11,1,5,6,2,0,1,3,1,2,NA,NA,NA,NA,4,2,NA,NA,NA,17,12
684,0,27,31,5,2007,9,5,2,NA,4,NA,NA,1,2,0,NA,6,1,7,6,0,2,6,1,2,2,0,0,0,1,0,2,NA,NA,NA,17,12
685,0,24,24,1,2013,12,7,2,1,3,1,5,1,0,0,2,16,1,6,3,0,6,1,3,1,2,0,1,0,NA,0.75,2,NA,2,NA,16,16
686,0,61,63,1,1973,10,3,2,2,1,1,3,1,0,1,1,6,5,2,2,1,2,1,3,1,2,0,0,0,2,0,2,NA,2,NA,13,13
687,0,42,42,1,1994,9,3,2,NA,1,2,5,1,0,1,1,14,1,2,6,1,2,1,3,2,1,0,0,0,NA,3,1,0,2,NA,12,12
688,0,78,59,5,1980,9,-1,2,NA,4,NA,NA,1,1,0,NA,16,1,7,5,0,0,1,1,1,1,0,0,0,NA,7,1,0,NA,NA,17,12
689,0,28,29,1,2002,11,4,1,NA,1,1,3,1,0,1,1,6,7,5,6,1,2,1,3,1,2,0,0,0,NA,7,2,NA,2,NA,12,14
690,0,63,48,3,2011,13,6,2,2,4,NA,NA,1,0,0,NA,17,5,6,2,1,5,1,3,2,1,1,0,0,2,0,2,NA,NA,NA,16,17
691,0,36,37,5,2013,10,4,2,2,2,2,5,1,2,0,1,9,1,3,6,0,2,3,4,2,2,0,0,0,1,0,2,NA,1,0,13,13
692,0,75,71,1,2013,12,1,2,2,4,NA,NA,1,0,0,NA,15,5,1,5,2,0,1,1,2,1,0,0,0,3,0,2,NA,NA,NA,16,16
693,0,46,37,1,2008,10,4,2,NA,2,2,2,1,0,0,1,14,1,5,6,1,4,1,1,2,1,0,0,0,1,0,2,NA,2,NA,12,13
694,0,52,64,1,1989,14,4,1,NA,1,2,5,1,0,1,1,12,2,5,6,1,0,1,1,2,1,0,1,0,2,0,2,NA,2,NA,12,20
695,0,49,40,1,2004,13,3,2,2,1,1,3,1,0,1,1,16,1,1,4,4,3,1,3,2,1,0,1,0,1,0,2,NA,2,NA,13,17
696,1,54,53,1,2016,9,1,2,NA,3,3,-1,1,0,0,2,9,1,1,3,2,1,3,1,1,2,0,0,0,3,0,2,NA,2,NA,14,12
697,0,60,63,1,1998,12,3,2,2,1,1,3,1,0,1,1,6,2,3,4,3,0,1,1,2,1,0,0,0,NA,0.25,2,NA,2,NA,14,16
698,0,26,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,0.75,2,NA,NA,NA,17,NA
699,0,57,55,1,1979,12,4,2,2,1,1,4,1,0,1,1,12,1,5,2,1,2,1,3,2,1,1,1,0,NA,0.75,2,NA,2,NA,13,16
700,0,52,62,1,1993,10,7,2,NA,1,1,5,1,0,1,1,15,1,7,6,2,6,1,3,1,2,0,0,0,1,0,2,NA,2,NA,12,13
701,0,64,66,1,1985,10,3,2,NA,1,1,3,1,0,1,1,7,2,1,5,1,3,1,3,1,2,0,0,0,NA,0.75,2,NA,2,NA,12,13
702,0,62,73,1,1995,13,4,2,2,4,NA,NA,1,0,0,NA,16,1,7,5,1,4,5,3,1,2,0,0,0,NA,6,2,NA,NA,NA,17,17
